	BestCall	StromalScore	ImmuneScore	ESTIMATEScore	ssgsea_rna_c4	ssgsea_rna_c3	ssgsea_rna_c2	ImmuneClustC4
C3L.00999	IFN-Gamma	True	True	True	3_c4	0_c3	1_c2	ImmuneHot
C3L.01000	IFN-Gamma	True	True	True	3_c4	0_c3	1_c2	ImmuneHot
C3L.01031.T	TGF-Beta	True	True	True	1_c4	0_c3	1_c2	ImmuneWarm
C3L.01036.T	TGF-Beta	False	True	True	0_c4	1_c3	0_c2	ImmuneCool
C3L.01037.T	TGF-Beta	True	True	True	1_c4	0_c3	1_c2	ImmuneWarm
C3L.01040	Lymphocyte_Depleted	False	False	False	2_c4	2_c3	0_c2	ImmuneCold
C3L.01043	Lymphocyte_Depleted	True	True	True	0_c4	1_c3	0_c2	ImmuneCool
C3L.01045	Lymphocyte_Depleted	False	True	False	2_c4	2_c3	0_c2	ImmuneCold
C3L.01046	Lymphocyte_Depleted	True	True	True	0_c4	1_c3	0_c2	ImmuneCool
C3L.01048	Lymphocyte_Depleted	False	False	False	2_c4	2_c3	0_c2	ImmuneCold
C3L.01049	IFN-Gamma	True	True	True	0_c4	1_c3	0_c2	ImmuneCool
C3L.01051.T	TGF-Beta	True	True	True	0_c4	1_c3	0_c2	ImmuneCool
C3L.01052.T	TGF-Beta	True	True	True	1_c4	0_c3	1_c2	ImmuneWarm
C3L.01053.T	TGF-Beta	True	True	True	1_c4	0_c3	1_c2	ImmuneWarm
C3L.01054.T	TGF-Beta	True	True	True	1_c4	0_c3	1_c2	ImmuneWarm
C3L.01061	Lymphocyte_Depleted	False	False	False	2_c4	2_c3	0_c2	ImmuneCold
C3L.01124.T	IFN-Gamma	True	True	True	1_c4	0_c3	1_c2	ImmuneWarm
C3L.01138	IFN-Gamma	False	True	True	1_c4	0_c3	1_c2	ImmuneWarm
C3L.01142	Lymphocyte_Depleted	True	True	True	0_c4	1_c3	0_c2	ImmuneCool
C3L.01146	Lymphocyte_Depleted	True	True	True	0_c4	1_c3	0_c2	ImmuneCool
C3L.01149	Lymphocyte_Depleted	False	False	False	2_c4	2_c3	0_c2	ImmuneCold
C3L.01154	Lymphocyte_Depleted	False	False	False	2_c4	2_c3	0_c2	ImmuneCold
C3L.01155	Lymphocyte_Depleted	False	True	False	2_c4	2_c3	0_c2	ImmuneCold
C3L.01156	Lymphocyte_Depleted	False	False	False	2_c4	2_c3	0_c2	ImmuneCold
C3L.01157	Lymphocyte_Depleted	False	True	True	2_c4	2_c3	0_c2	ImmuneCold
C3L.01237	IFN-Gamma	True	True	True	0_c4	1_c3	0_c2	ImmuneCool
C3L.01246.T	IFN-Gamma	True	False	False	0_c4	1_c3	0_c2	ImmuneCool
C3L.01248.T	Inflammatory	True	True	True	0_c4	1_c3	0_c2	ImmuneCool
C3L.01249.T	TGF-Beta	False	True	True	0_c4	1_c3	0_c2	ImmuneCool
C3L.01252.T	Inflammatory	False	True	True	0_c4	1_c3	0_c2	ImmuneCool
C3L.01256.T	Inflammatory	True	True	True	0_c4	1_c3	0_c2	ImmuneCool
C3L.01257.T	IFN-Gamma	False	True	True	1_c4	0_c3	1_c2	ImmuneWarm
C3L.01275.T	Wound_Healing	False	True	True	0_c4	1_c3	0_c2	ImmuneCool
C3L.01281	Inflammatory	True	True	True	1_c4	0_c3	1_c2	ImmuneWarm
C3L.01282.T	IFN-Gamma	False	True	False	0_c4	1_c3	0_c2	ImmuneCool
C3L.01283	Inflammatory	True	True	True	3_c4	0_c3	1_c2	ImmuneHot
C3L.01285	Wound_Healing	False	False	False	0_c4	1_c3	0_c2	ImmuneCool
C3L.01286	Inflammatory	False	True	True	0_c4	1_c3	0_c2	ImmuneCool
C3L.01287	Lymphocyte_Depleted	True	True	True	1_c4	0_c3	1_c2	ImmuneWarm
C3L.01288	Inflammatory	True	True	True	0_c4	1_c3	0_c2	ImmuneCool
C3L.01302	Inflammatory	True	True	True	1_c4	0_c3	1_c2	ImmuneWarm
C3L.01304.T	Inflammatory	False	True	False	0_c4	1_c3	0_c2	ImmuneCool
C3L.01307.T	IFN-Gamma	False	True	False	0_c4	1_c3	0_c2	ImmuneCool
C3L.01311.T	IFN-Gamma	False	True	True	0_c4	1_c3	0_c2	ImmuneCool
C3L.01312.T	IFN-Gamma	False	True	True	0_c4	1_c3	0_c2	ImmuneCool
C3L.01313	Lymphocyte_Depleted	True	True	True	0_c4	1_c3	0_c2	ImmuneCool
C3L.01327	Lymphocyte_Depleted	False	True	False	2_c4	2_c3	0_c2	ImmuneCold
C3L.01328.T	IFN-Gamma	True	True	True	1_c4	0_c3	1_c2	ImmuneWarm
C3L.01330	Lymphocyte_Depleted	True	True	True	1_c4	0_c3	1_c2	ImmuneWarm
C3L.01352	Lymphocyte_Depleted	True	True	True	0_c4	1_c3	0_c2	ImmuneCool
C3L.01453.T	Inflammatory	True	True	True	1_c4	0_c3	1_c2	ImmuneWarm
C3L.01455	IFN-Gamma	True	True	True	3_c4	0_c3	1_c2	ImmuneHot
C3L.01553	Lymphocyte_Depleted	True	True	True	0_c4	1_c3	0_c2	ImmuneCool
C3L.01557	Inflammatory	True	True	True	0_c4	1_c3	0_c2	ImmuneCool
C3L.01560	Inflammatory	True	True	True	3_c4	0_c3	1_c2	ImmuneHot
C3L.01598.T	TGF-Beta	True	True	True	1_c4	0_c3	1_c2	ImmuneWarm
C3L.01603	Inflammatory	True	True	True	1_c4	0_c3	1_c2	ImmuneWarm
C3L.01606	Wound_Healing	False	True	True	3_c4	0_c3	1_c2	ImmuneHot
C3L.01607	Inflammatory	True	True	True	3_c4	0_c3	1_c2	ImmuneHot
C3L.01632	Inflammatory	True	True	True	1_c4	0_c3	1_c2	ImmuneWarm
C3L.01637.T	TGF-Beta	True	True	True	1_c4	0_c3	1_c2	ImmuneWarm
C3L.01662.T	IFN-Gamma	True	True	True	0_c4	1_c3	0_c2	ImmuneCool
C3L.01663	TGF-Beta	True	True	True	1_c4	0_c3	1_c2	ImmuneWarm
C3L.01682	Inflammatory	True	True	True	3_c4	0_c3	1_c2	ImmuneHot
C3L.01683	Inflammatory	True	True	True	3_c4	0_c3	1_c2	ImmuneHot
C3L.01687.T	IFN-Gamma	True	True	True	1_c4	0_c3	1_c2	ImmuneWarm
C3L.01689.T	TGF-Beta	True	True	True	0_c4	1_c3	0_c2	ImmuneCool
C3L.01703.T	TGF-Beta	True	True	True	1_c4	0_c3	1_c2	ImmuneWarm
C3L.01744.T	IFN-Gamma	False	False	False	0_c4	1_c3	0_c2	ImmuneCool
C3L.01834	Lymphocyte_Depleted	True	True	True	0_c4	1_c3	0_c2	ImmuneCool
C3L.01836	Inflammatory	True	True	True	1_c4	0_c3	1_c2	ImmuneWarm
C3L.01838	Wound_Healing	True	True	True	1_c4	0_c3	1_c2	ImmuneWarm
C3L.01861	Inflammatory	True	True	True	3_c4	0_c3	1_c2	ImmuneHot
C3L.01862	IFN-Gamma	True	True	True	1_c4	0_c3	1_c2	ImmuneWarm
C3L.01882	Inflammatory	True	True	True	3_c4	0_c3	1_c2	ImmuneHot
C3L.01884	IFN-Gamma	False	True	True	1_c4	0_c3	1_c2	ImmuneWarm
C3L.01885	Inflammatory	True	True	True	1_c4	0_c3	1_c2	ImmuneWarm
C3L.01887	Lymphocyte_Depleted	False	False	False	2_c4	2_c3	0_c2	ImmuneCold
C3L.01889	Inflammatory	False	True	True	0_c4	1_c3	0_c2	ImmuneCool
C3L.01890	Inflammatory	True	True	True	1_c4	0_c3	1_c2	ImmuneWarm
C3L.01924	IFN-Gamma	True	True	True	3_c4	0_c3	1_c2	ImmuneHot
C3L.01925.T	Wound_Healing	False	False	False	2_c4	2_c3	0_c2	ImmuneCold
C3L.01971.T	TGF-Beta	True	True	True	1_c4	0_c3	1_c2	ImmuneWarm
C3L.02041	Lymphocyte_Depleted	False	True	True	0_c4	1_c3	0_c2	ImmuneCool
C3L.02109.T	Inflammatory	True	True	True	0_c4	1_c3	0_c2	ImmuneCool
C3L.02112.T	Inflammatory	True	True	True	3_c4	0_c3	1_c2	ImmuneHot
C3L.02115.T	Inflammatory	True	True	True	0_c4	1_c3	0_c2	ImmuneCool
C3L.02116.T	Inflammatory	True	True	True	3_c4	0_c3	1_c2	ImmuneHot
C3L.02118.T	IFN-Gamma	True	True	True	1_c4	0_c3	1_c2	ImmuneWarm
C3L.02127	IFN-Gamma	True	True	True	1_c4	0_c3	1_c2	ImmuneWarm
C3L.02130	Wound_Healing	True	True	True	3_c4	0_c3	1_c2	ImmuneHot
C3L.02163	Wound_Healing	False	False	False	0_c4	1_c3	0_c2	ImmuneCool
C3L.02164	Inflammatory	True	True	True	3_c4	0_c3	1_c2	ImmuneHot
C3L.02168	Wound_Healing	True	True	True	1_c4	0_c3	1_c2	ImmuneWarm
C3L.02170	IFN-Gamma	True	True	True	3_c4	0_c3	1_c2	ImmuneHot
C3L.02219	IFN-Gamma	True	True	True	3_c4	0_c3	1_c2	ImmuneHot
C3L.02345	TGF-Beta	True	True	True	1_c4	0_c3	1_c2	ImmuneWarm
C3L.02348	Inflammatory	True	True	True	3_c4	0_c3	1_c2	ImmuneHot
C3L.02349	IFN-Gamma	False	True	True	1_c4	0_c3	1_c2	ImmuneWarm
C3L.02350	Inflammatory	True	True	True	3_c4	0_c3	1_c2	ImmuneHot
C3L.02358	Wound_Healing	False	True	True	1_c4	0_c3	1_c2	ImmuneWarm
C3L.02365	Lymphocyte_Depleted	False	True	True	0_c4	1_c3	0_c2	ImmuneCool
C3L.02463.T	Inflammatory	True	True	True	1_c4	0_c3	1_c2	ImmuneWarm
C3L.02465	Lymphocyte_Depleted	True	True	True	0_c4	1_c3	0_c2	ImmuneCool
C3L.02504	Lymphocyte_Depleted	False	False	False	2_c4	2_c3	0_c2	ImmuneCold
C3L.02508	Inflammatory	True	True	True	3_c4	0_c3	1_c2	ImmuneHot
C3L.02542	Lymphocyte_Depleted	False	False	False	2_c4	2_c3	0_c2	ImmuneCold
C3L.02546	Wound_Healing	True	True	True	3_c4	0_c3	1_c2	ImmuneHot
C3L.02549	IFN-Gamma	False	True	True	3_c4	0_c3	1_c2	ImmuneHot
C3L.02552	TGF-Beta	True	True	True	3_c4	0_c3	1_c2	ImmuneHot
C3L.02604.T	IFN-Gamma	True	True	True	0_c4	1_c3	0_c2	ImmuneCool
C3L.02606.T	Wound_Healing	True	True	True	1_c4	0_c3	1_c2	ImmuneWarm
C3L.02610.T	IFN-Gamma	True	True	True	1_c4	0_c3	1_c2	ImmuneWarm
C3L.02613.T	IFN-Gamma	True	True	True	1_c4	0_c3	1_c2	ImmuneWarm
C3L.02617	IFN-Gamma	False	True	True	0_c4	1_c3	0_c2	ImmuneCool
C3L.02619	Wound_Healing	True	True	True	1_c4	0_c3	1_c2	ImmuneWarm
C3L.02621	IFN-Gamma	True	True	True	3_c4	0_c3	1_c2	ImmuneHot
C3L.02625	IFN-Gamma	True	True	True	3_c4	0_c3	1_c2	ImmuneHot
C3L.02627	IFN-Gamma	False	True	True	1_c4	0_c3	1_c2	ImmuneWarm
C3L.02629	IFN-Gamma	True	True	True	3_c4	0_c3	1_c2	ImmuneHot
C3L.02642	Lymphocyte_Depleted	False	True	False	2_c4	2_c3	0_c2	ImmuneCold
C3L.02646	Wound_Healing	False	True	True	1_c4	0_c3	1_c2	ImmuneWarm
C3L.02648	IFN-Gamma	True	True	True	1_c4	0_c3	1_c2	ImmuneWarm
C3L.02649	Wound_Healing	False	True	False	0_c4	1_c3	0_c2	ImmuneCool
C3L.02650	TGF-Beta	True	True	True	3_c4	0_c3	1_c2	ImmuneHot
C3L.02651	IFN-Gamma	True	True	True	3_c4	0_c3	1_c2	ImmuneHot
C3L.02660	Wound_Healing	True	True	True	3_c4	0_c3	1_c2	ImmuneHot
C3L.02665	IFN-Gamma	False	True	True	3_c4	0_c3	1_c2	ImmuneHot
C3L.02669	IFN-Gamma	True	True	True	1_c4	0_c3	1_c2	ImmuneWarm
C3L.02701.T	TGF-Beta	True	True	True	0_c4	1_c3	0_c2	ImmuneCool
C3L.02704	Lymphocyte_Depleted	False	True	False	2_c4	2_c3	0_c2	ImmuneCold
C3L.02705	Lymphocyte_Depleted	True	True	True	0_c4	1_c3	0_c2	ImmuneCool
C3L.02707	Lymphocyte_Depleted	False	True	False	2_c4	2_c3	0_c2	ImmuneCold
C3L.02708	Lymphocyte_Depleted	False	True	False	2_c4	2_c3	0_c2	ImmuneCold
C3L.02809.T	TGF-Beta	True	True	True	1_c4	0_c3	1_c2	ImmuneWarm
C3L.02890.T	IFN-Gamma	True	True	True	1_c4	0_c3	1_c2	ImmuneWarm
C3L.02891	IFN-Gamma	True	True	True	3_c4	0_c3	1_c2	ImmuneHot
C3L.02897.T	TGF-Beta	True	True	True	1_c4	0_c3	1_c2	ImmuneWarm
C3L.02899.T	TGF-Beta	True	True	True	1_c4	0_c3	1_c2	ImmuneWarm
C3L.02900	Lymphocyte_Depleted	False	True	True	2_c4	2_c3	0_c2	ImmuneCold
C3L.02951	IFN-Gamma	True	True	True	3_c4	0_c3	1_c2	ImmuneHot
C3L.02955	Lymphocyte_Depleted	True	True	True	0_c4	1_c3	0_c2	ImmuneCool
C3L.02963	TGF-Beta	True	True	True	3_c4	0_c3	1_c2	ImmuneHot
C3L.02964	IFN-Gamma	True	True	True	3_c4	0_c3	1_c2	ImmuneHot
C3L.02968	IFN-Gamma	True	True	True	3_c4	0_c3	1_c2	ImmuneHot
C3L.02969	IFN-Gamma	True	True	True	3_c4	0_c3	1_c2	ImmuneHot
C3L.02970	Lymphocyte_Depleted	False	False	False	2_c4	2_c3	0_c2	ImmuneCold
C3L.02984	Immunologically_Quiet	False	False	False	2_c4	2_c3	0_c2	ImmuneCold
C3L.03123.T	IFN-Gamma	True	True	True	3_c4	0_c3	1_c2	ImmuneHot
C3L.03260	Lymphocyte_Depleted	False	False	False	2_c4	2_c3	0_c2	ImmuneCold
C3L.03266	Lymphocyte_Depleted	False	True	False	2_c4	2_c3	0_c2	ImmuneCold
C3L.03272	IFN-Gamma	False	True	True	1_c4	0_c3	1_c2	ImmuneWarm
C3L.03356.T	IFN-Gamma	True	True	True	3_c4	0_c3	1_c2	ImmuneHot
C3L.03378	IFN-Gamma	True	True	True	1_c4	0_c3	1_c2	ImmuneWarm
C3L.03387	Lymphocyte_Depleted	False	True	False	2_c4	2_c3	0_c2	ImmuneCold
C3L.03388.T	IFN-Gamma	True	True	True	1_c4	0_c3	1_c2	ImmuneWarm
C3L.03390	Lymphocyte_Depleted	False	False	False	2_c4	2_c3	0_c2	ImmuneCold
C3L.03392	Lymphocyte_Depleted	True	True	True	0_c4	1_c3	0_c2	ImmuneCool
C3L.03394.T	Inflammatory	True	True	True	3_c4	0_c3	1_c2	ImmuneHot
C3L.03395.T	IFN-Gamma	True	True	True	1_c4	0_c3	1_c2	ImmuneWarm
C3L.03400	Lymphocyte_Depleted	True	True	True	0_c4	1_c3	0_c2	ImmuneCool
C3L.03405	Lymphocyte_Depleted	False	False	False	2_c4	2_c3	0_c2	ImmuneCold
C3L.03407	Lymphocyte_Depleted	True	True	True	0_c4	1_c3	0_c2	ImmuneCool
C3L.03628.T	IFN-Gamma	True	True	True	1_c4	0_c3	1_c2	ImmuneWarm
C3L.03630.T	IFN-Gamma	True	True	True	1_c4	0_c3	1_c2	ImmuneWarm
C3L.03632.T	Wound_Healing	True	True	True	1_c4	0_c3	1_c2	ImmuneWarm
C3L.03635.T	TGF-Beta	True	True	True	1_c4	0_c3	1_c2	ImmuneWarm
C3L.03639.T	IFN-Gamma	False	True	True	1_c4	0_c3	1_c2	ImmuneWarm
C3L.03678	IFN-Gamma	False	True	True	1_c4	0_c3	1_c2	ImmuneWarm
C3L.03681	Lymphocyte_Depleted	False	True	False	0_c4	1_c3	0_c2	ImmuneCool
C3L.03727	Lymphocyte_Depleted	False	True	True	0_c4	1_c3	0_c2	ImmuneCool
C3L.03728	Lymphocyte_Depleted	False	True	True	0_c4	1_c3	0_c2	ImmuneCool
C3L.03743.T	Wound_Healing	True	True	True	0_c4	1_c3	0_c2	ImmuneCool
C3L.03744	Lymphocyte_Depleted	False	True	True	2_c4	2_c3	0_c2	ImmuneCold
C3L.03748	Lymphocyte_Depleted	False	True	True	2_c4	2_c3	0_c2	ImmuneCold
C3L.03961	IFN-Gamma	True	True	True	3_c4	0_c3	1_c2	ImmuneHot
C3L.03962	Wound_Healing	False	False	False	0_c4	1_c3	0_c2	ImmuneCool
C3L.03963	IFN-Gamma	True	True	True	3_c4	0_c3	1_c2	ImmuneHot
C3L.03965	Wound_Healing	True	True	True	1_c4	0_c3	1_c2	ImmuneWarm
C3L.03968	Lymphocyte_Depleted	True	True	True	0_c4	1_c3	0_c2	ImmuneCool
C3L.04013	Wound_Healing	False	False	False	0_c4	1_c3	0_c2	ImmuneCool
C3L.04014	IFN-Gamma	False	True	True	1_c4	0_c3	1_c2	ImmuneWarm
C3L.04025	Wound_Healing	True	True	True	1_c4	0_c3	1_c2	ImmuneWarm
C3L.04027.T	TGF-Beta	True	True	True	3_c4	0_c3	1_c2	ImmuneHot
C3L.04071	IFN-Gamma	True	True	True	3_c4	0_c3	1_c2	ImmuneHot
C3L.04072.T	IFN-Gamma	False	True	True	0_c4	1_c3	0_c2	ImmuneCool
C3L.04080.T	Wound_Healing	True	True	True	1_c4	0_c3	1_c2	ImmuneWarm
C3L.04084	Lymphocyte_Depleted	False	False	False	2_c4	2_c3	0_c2	ImmuneCold
C3L.04354	Wound_Healing	True	True	True	3_c4	0_c3	1_c2	ImmuneHot
C3L.04391	IFN-Gamma	True	True	True	1_c4	0_c3	1_c2	ImmuneWarm
C3L.04473.T	TGF-Beta	True	True	True	3_c4	0_c3	1_c2	ImmuneHot
C3L.04475.T	TGF-Beta	True	True	True	1_c4	0_c3	1_c2	ImmuneWarm
C3L.04479.T	TGF-Beta	True	True	True	1_c4	0_c3	1_c2	ImmuneWarm
C3L.04495.T	TGF-Beta	True	True	True	1_c4	0_c3	1_c2	ImmuneWarm
C3L.04791	IFN-Gamma	True	True	True	3_c4	0_c3	1_c2	ImmuneHot
C3L.04844	IFN-Gamma	False	True	True	0_c4	1_c3	0_c2	ImmuneCool
C3L.04848.T	TGF-Beta	True	True	True	3_c4	0_c3	1_c2	ImmuneHot
C3L.04849	IFN-Gamma	False	True	True	1_c4	0_c3	1_c2	ImmuneWarm
C3L.04853.T	IFN-Gamma	True	True	True	1_c4	0_c3	1_c2	ImmuneWarm
C3N.00148	Inflammatory	True	True	True	1_c4	0_c3	1_c2	ImmuneWarm
